Module	Section	Sample Name	Source
Picard	DuplicationMetrics	SRR10141090.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141090.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141096.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141096.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141058.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141058.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141093.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141093.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141043.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141043.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141046.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141046.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141037.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141037.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141025.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141025.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141055.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141055.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141079.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141079.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141048.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141048.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141085.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141085.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141031.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141031.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141057.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141057.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141027.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141027.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141094.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141094.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141052.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141052.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141050.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141050.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141076.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141076.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141100.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141100.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141068.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141068.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141115.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141115.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141024.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141024.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141053.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141053.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141042.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141042.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141091.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141091.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141095.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141095.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141063.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141063.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141099.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141099.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141056.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141056.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141029.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141029.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141073.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141073.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141065.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141065.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141106.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141106.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141028.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141028.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141080.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141080.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141062.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141062.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141112.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141112.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141117.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141117.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141087.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141087.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141083.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141083.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141054.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141054.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141023.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141023.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141064.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141064.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141109.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141109.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141036.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141036.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141022.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141022.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141066.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141066.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141101.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141101.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141102.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141102.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141086.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141086.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141088.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141088.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141041.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141041.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141061.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141061.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141098.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141098.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141113.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141113.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141030.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141030.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141032.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141032.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141021.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141021.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141069.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141069.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141082.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141082.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141097.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141097.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141038.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141038.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141059.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141059.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141119.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141119.markdup_metrics.txt
Picard	DuplicationMetrics	SRR10141033.coordsort	/srv/data/my_shared_data_folder/gnbs/stubdata/markdup_metrics/SRR10141033.markdup_metrics.txt
